CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
410,Republic of Korea,30646,33670,27410,22973,21213,17438,18223,17482,16273,16649,16950,17702,18214,18519,18252,17665,17828,18376,19006,18581,17943,17861,17881,17786,18219,18705,19627,...,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,...,...,...,...,...,1580.199951,1574.199951,1439.599976,1377.400024,1251.199951,1175,1130.800049,1172.699951,1164.300049,1224.300049,1292.400024,1381.400024,1819.5,2172.800049,2267.600098,2359.5,2401.899902,2421.100098,2647.399902,2823.399902,2834.100098,2915.5,3084.399902,,,,,,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
642,Romania,...,...,...,...,...,7758,7375,7347,6246,7066,7961,7539,8365,7611,7483,8173,8392,8161,8439,7768,6343,5216,5044,5071,4956,4904,5136,5325,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,,,,,,,,
638,Réunion,...,...,...,...,...,...,...,291,366,...,372,...,...,...,...,558.8469849,493.3129883,427.7780151,447.5539856,467.32901,498.9649963,530.6010132,523.3410034,516.0809937,502.9840088,489.8869934,...,...,,,,,,,,,,,,,,,,,6,,6,,6,,6,,6,,,
662,Saint Lucia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70,71,72,78,75,76,76,68,69,72,70,74,83,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Saint Vincent and the Grenadines,...,...,...,...,...,...,...,...,...,...,...,...,37.79999924,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Samoa,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.15500021,8.803999901,5.066999912,13.94999981,15.44999981,,,,,,,,,,,,,,,,,,,,,,,,44,44,44,,
686,Senegal,...,...,...,...,...,330,...,...,...,...,392,...,...,...,...,465,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,45,,,,,45,,,,,45,,,,,,,,,,,,
688,Serbia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1040,1240,1520,1580,1890,2090,1830,1945,1685,1374,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Singapore,...,...,...,...,...,...,2756.800049,2796.199951,2842.199951,2792.600098,4650.899902,5035.399902,4809,4728.399902,4789.299805,5018.200195,5220.5,5601.600098,5970.100098,6114.200195,6517,6898,7269.5,7851.200195,7514.799805,7673.5,7901.799805,7806.200195,,,,,,,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,,
703,Slovakia,...,...,...,...,...,1580,1479,1477,1396,1408,1369,1286,1449,1511,1400,1468,1524,1579,1686,1654,1719,1679,1657,1645,1733,1784,1890,2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,...,...,...,...,1186,1175,1170,1159,1090,1020,953,812,834,969,989,1036,1060,1095,1069,1004,852,744,853,892,926,943,974,,,,,,,6,6,,6,6,,,,,,,,,,,,,,,,,
724,Spain,...,...,...,...,...,20076,21125,22174,22423,24470,26505,26616,26404,27270,25746,25683,26209,26154,25317,25108,23774,22672,21896,21184,20836,21158,21542,21530,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
144,Sri Lanka,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1036.037964,...,...,...,...,...,...,...,...,...,...,...,1378.099976,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,State of Palestine,...,...,...,...,...,...,...,...,...,...,...,1102,1133,1165,1198,1234,1271,1309,1346,1385,1426,1468,1513,1557.77002,1603.930054,1650.900024,1698.579956,...,,,,,,,,,,,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
736,Sudan (Former),...,...,...,...,...,...,...,...,...,...,...,...,276,415,505,573,732,866,967,1355,...,...,...,...,...,...,...,...,,,,,,,,,,,,,48,48,48,48,48,48,48,48,,,,,,,,
740,Suriname,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,183.4819946,75.93000031,76.63999939,82.23999786,83.95999908,77.20999908,213.375,196.947998,204.9589996,202.8240051,195.2200012,,,,,,,,,,,,,,,,,,,"49,50,51","49,50,51","49,50,51","49,50,51","49,50,51","49,50,51","49,50,51","49,50,51","49,50,51","49,50,51"
752,Sweden,...,...,...,...,...,3405,3458,3678,3869,3794,3793,3907,4149,4156,4134,4306,4447,4442,4455,4366,4115,4246,4285,4326,4246,4377,4393,4551,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,...,...,...,...,...,4240,4280,4294,4369,4555,4731,4794,4936,4916,4900,4940,5330,5465,5653,5461,5565,5478,5576,5708,6006,6030,6056,5992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19660,20460,20877,21663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Togo,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,173,175,197,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Trinidad and Tobago,215,...,...,...,...,247,259,296,323,336,424,379,425,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,52,,,,,52,52,52,52,52,52,52,52,,,,,,,,,,,,,,,
788,Tunisia,...,...,...,...,...,...,...,...,...,...,1170,1180,1195,1205,1316.25,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Turkey,...,...,...,...,...,27234,29348,31944,32973,30470,30617,31031,30999,31081,29736,31352,30082,30366,28454,30196,29733,30862,30786,30920,31230,31283,33763,34173,,,,,,,,,,6,6,,,,,6,,6,,6,,6,,6,,6,6,6
800,Uganda,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,224.2380066,...,...,...,...,...,...,...,...,...,755.0839844,776.2369995,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53
804,Ukraine,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11694.90039,11388,10276,9765.5,10356.5,13878,14501,10748,11491.7998,11562.59961,11271.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6654.200195,...,5211.166992,5173.231445,5894.175293,5396.162598,6061.047363,6334.926758,6411.152344,,,,,,,,,,,,,,,,,,,,54,,54,54,,,,,
826,United Kingdom of Great Britain and Northern Ireland,...,...,...,...,...,28900,29750,31042,31697,33392,33954,34945,35532,35279,36121,35121,35479,34780,33424,32507,31955,31066,30413,30890,31129,31475,31710,30911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,60,...,...,...,...,...,...,...,...,...,...,...,...,...,197.1000061,198.8000031,202.4499969,206.1199951,207.9100037,211.3800049,318.7000122,342.7000122,323.5079956,474.1400146,498.2260132,512.5280151,...,...,55,,,,,,,,,,,,,,56,56,56,56,56,56,57,57,58,59,59,59,,
840,United States of America,188939,188449,194990,197748,200742,197113,195943,202393,206040,213080,220854,218450,222560,223548,230534,230180,233237,232693,229200,222188,227749,227876,228465,231350,234471,238045,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Uruguay,830,...,...,...,...,870,...,...,...,...,910,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Venezuela (Bolivarian Republic of),...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22909,25206,21794,28771,29029,28621,30097,23569,25799,27638,24394,...,,,,,,,,,,,,,,,,,60,60,60,60,60,60,60,60,60,"60,61","60,61",
887,Yemen,...,...,...,...,...,...,...,...,...,841,1267,822,1310,1105,1167,1273,1382,1447,1369,1410,1452,1473,1535,1581,...,...,...,...,,,,,,,,,,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,,,,
894,Zambia,...,...,...,...,...,...,...,...,...,...,291.6000061,...,...,...,...,388.7999878,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,64,,,,,64,,,,,,,,,,,,
716,Zimbabwe,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,782.9777222,732.7784424,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65
