CountryID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
458,Malaysia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2947.277344,3050.284912,3121.255371,3275,3345,3479,3596.993896,3714.251221,3812.477295,3929.842529,3936.85376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Maldives,...,...,...,...,...,...,...,...,...,0.806267977,0.991881013,1.135377049,1.269647002,1.34493196,1.658946037,1.881553054,2.09100008,2.493999958,2.930999994,3.329999924,3.766000032,4.242000103,4.789000034,4.608622074,5.039337158,5.887540817,...,...,,,,,,,,,,22,22,22,22,22,22,22,,,,,,,,,,,,
466,Mali,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14365,...,...,...,1624,1981,2062,2137,2619,14211,15053,11402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Malta,...,...,...,...,...,51.70000076,48.29999924,43.70000076,39.79999924,37.29999924,35.20000076,33.59999847,34,34.20000076,32.79999924,23.89999962,24.89999962,25.20000076,25.5,25,24.73999977,25.31999969,26.47999954,26.52000046,26.79999924,27.69000053,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,...,...,...,17.39999962,...,...,25.39999962,...,...,...,...,...,...,...,...,...,...,33.88289261,32.70018005,32.35709381,37.88985443,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Mauritius,...,...,...,...,...,...,...,...,...,...,199,101.0999985,100.8000031,103.0800018,106,105.5999985,108.5999985,110.5999985,108.6999969,110.1999969,114.9000015,113.3000031,111.6999969,111.3000031,111.8000031,113,118.9000015,120.0999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,...,...,...,...,...,8500,...,...,...,...,8291,9562,9635,10482,10670,10704,10741,11158,11198,11395,11443,12180,11981,11962,12052,12441,12577,12628,,,,,,,,,,,,23,,,,,,,,,,,,,,,,
492,Monaco,6.429999828,...,...,...,...,5.949999809,5.849999905,5.829999924,5.789999962,5.908864975,5.978662014,5.95870018,5.819134235,6.195999146,5.538135052,5.525537014,5.199999809,5.199999809,5.019999981,5.010000229,4.809999943,4.880000114,4.940000057,4.78000021,4.639999866,4.960000038,4.730999947,4.72495985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Montenegro,...,...,...,...,...,...,...,...,...,...,...,...,68.14099884,...,...,53.67100143,...,...,49.82899857,...,...,49.67699814,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,1223,1223,1288,1255,1280,1229,1248,1271,1253,1274,1128,1119,1111,1132,1098.900024,1086,1098,1088.099976,1093.099976,1092.800049,1089.599976,1080.300049,1070.400024,1076,1067.900024,...,...,...,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,,,,,,,,,,
